CreditScore;Geography;Gender;Age;Tenure;Balance;NumOfProducts;HasCrCard;IsActiveMember;EstimatedSalary;Exited
550;Spain;Male;51;5;0;2;1;0;15391741;0
602;France;Female;56;3;11589522;3;1;0;417617;1
452;France;Female;60;6;12173049;1;1;1;14296329;0
655;Spain;Female;28;3;11381185;2;0;1;7684423;0
510;France;Female;26;6;13621408;1;0;0;15974233;0
557;France;Male;39;8;14620001;1;1;0;17794464;0
676;France;Male;37;10;10624267;1;1;1;16667828;0
640;France;Female;29;4;0;2;1;0;4490426;0
529;Spain;Male;31;6;0;1;1;0;1062591;0
559;France;Male;45;8;2404345;1;0;1;16978145;1
689;France;Female;58;5;0;2;0;1;4984886;0
626;Germany;Male;39;10;13228792;3;1;1;5146792;1
697;Spain;Male;30;1;0;2;0;0;73579;0
823;France;Female;44;1;0;2;0;1;1824957;0
565;Germany;Female;32;4;9032299;2;0;1;11874037;0
631;Spain;Male;23;3;0;2;1;0;1381324;0
646;France;Female;34;3;13128311;1;0;0;13050065;0
676;Spain;Male;48;1;13165959;2;0;1;1415215;0
850;Spain;Female;54;4;12095274;1;1;0;6696315;0
810;France;Female;38;9;15316617;1;1;1;9326169;0
581;Spain;Male;30;0;5329186;1;0;0;19658228;0
718;France;Female;35;2;16792495;1;1;0;4302464;0
713;France;Male;43;5;8639414;1;1;1;13000113;0
672;France;Female;50;1;0;1;1;0;1210682;1
781;Spain;Male;33;3;0;2;1;1;4255633;0
656;Spain;Male;47;1;0;2;1;1;19796193;0
583;France;Female;31;4;15897879;1;1;0;1253892;0
808;Germany;Female;37;2;10043184;1;1;0;3514049;1
721;Spain;Male;33;5;0;2;0;1;1176269;0
778;Germany;Female;29;6;15035897;1;1;0;6245401;1
850;Spain;Female;45;4;11434785;2;1;1;10908904;0
693;France;Female;39;4;0;2;0;1;14233139;0
520;France;Male;34;4;1340079;1;1;1;19320911;0
759;Germany;Male;31;4;9889991;1;1;1;4783282;0
637;France;Male;60;3;0;2;1;1;7017403;0
755;Germany;Male;40;2;13743082;2;0;0;17676859;0
662;France;Female;47;6;0;2;1;1;12939275;0
503;France;Female;37;8;0;2;1;1;9789332;0
599;Germany;Male;39;2;18897689;2;0;1;17614209;0
583;Spain;Female;40;4;0;2;1;0;11409373;0
764;Spain;Female;48;1;7599097;1;1;0;15832381;1
513;France;Male;29;10;0;2;0;1;2551477;0
730;Spain;Male;62;5;11218108;1;0;1;6151387;0
820;Spain;Male;34;10;9720846;1;1;1;5955334;0
597;Spain;Female;26;7;0;2;1;0;1102532;0
637;France;Male;32;5;0;1;0;0;14876908;0
696;France;Male;34;9;15085679;1;0;1;823678;0
635;Germany;Female;37;9;14674807;1;0;1;1140758;0
673;Spain;Female;57;4;0;2;1;1;4968409;0
662;Spain;Male;33;3;0;2;0;1;6806483;0
683;Spain;Male;41;0;14886317;1;1;1;16391132;0
850;France;Male;55;6;0;1;1;0;94441;1
815;Spain;Male;28;6;0;2;0;1;18554771;0
671;Spain;Male;34;10;15336002;1;1;0;14050986;0
601;France;Female;40;3;9205536;1;0;1;16465202;1
709;Germany;Female;39;9;12472392;1;1;0;7364186;0
702;Germany;Male;28;1;10303383;1;1;1;4032187;0
558;France;Male;40;6;0;2;1;0;17384489;0
691;Spain;Male;40;1;0;2;1;1;14561317;0
700;France;Female;30;9;0;1;1;1;17497164;0
667;France;Male;33;4;0;2;1;1;13183475;0
624;Germany;Male;54;3;11672622;1;1;0;1104981;1
580;France;Female;23;5;11392381;2;0;0;19624143;0
571;Spain;Female;31;3;0;2;1;1;19466792;0
561;France;Male;37;5;0;2;1;0;8309325;0
529;France;Male;28;9;0;2;1;1;5254524;0
670;France;Male;36;7;0;2;0;0;595715;0
666;Germany;Female;21;1;12182743;2;1;1;9981831;0
628;Spain;Male;42;7;0;2;0;1;17296787;0
577;France;Male;60;10;1253897;2;1;1;17861673;0
652;Spain;Female;38;1;10389531;1;0;1;15964944;0
678;France;Male;26;5;11112804;1;1;0;6094127;1
692;Spain;Female;49;9;0;2;1;0;17834263;0
675;Spain;Male;32;10;0;2;1;0;19154565;0
712;Spain;Male;52;9;0;1;1;1;11797745;1
639;Germany;Female;37;5;15124248;1;0;1;4963765;0
618;France;Male;48;7;0;1;1;0;1392182;1
554;France;Male;39;2;12970962;1;1;0;17319712;0
533;France;Male;47;9;8334725;1;1;1;13769625;0
540;Spain;Female;28;6;8412104;1;0;1;8069854;0
704;Spain;Male;33;3;0;2;1;0;7301874;0
678;France;Male;43;5;10233819;1;1;1;7964962;0
712;France;Female;29;3;8737578;2;0;0;16619453;0
651;France;Male;44;2;0;3;1;0;10253035;1
789;Germany;Male;51;3;10467709;1;1;0;7426538;0
775;Germany;Male;32;8;12166923;1;0;1;12589839;0
564;Germany;Male;40;7;10840734;1;1;1;836812;0
841;Germany;Female;33;7;15496979;2;1;1;9950575;0
850;Spain;Male;39;0;14182967;1;1;1;9274816;0
637;France;Female;63;5;0;1;1;0;2809277;1
500;France;Male;45;2;10916282;1;1;1;12614508;0
655;France;Male;44;8;8747163;1;0;1;18859398;0
666;France;Female;33;2;14722965;1;1;1;5641017;0
658;France;Female;24;2;0;2;1;1;8469449;0
749;Germany;Male;66;6;18253223;2;1;1;19542992;0
654;France;Male;32;6;0;2;1;1;13789857;0
623;France;Female;39;1;1609032;1;0;0;7877436;0
761;France;Female;33;6;13805379;2;1;0;14877941;0
627;France;Male;44;6;15354812;1;0;0;3530008;1
757;Germany;Male;31;8;1490859;2;1;1;19707736;0
695;Germany;Female;53;8;9523191;1;0;0;701408;1
726;France;Male;34;3;0;2;1;0;19628846;0
587;Spain;Male;41;8;8510921;1;1;0;155782;0
605;Germany;Female;43;8;1253388;2;1;0;2397013;0
850;Spain;Male;62;5;0;2;1;1;18024356;0
850;France;Female;38;0;10683169;1;0;1;14897772;0
751;France;Male;29;3;15959745;1;1;0;3993441;0
627;Germany;Female;37;7;14736157;1;1;1;13303196;0
736;France;Male;43;4;17613454;1;1;1;5285688;0
652;France;Female;74;5;0;2;1;1;93715;0
627;France;Female;35;7;0;2;0;1;19302244;0
636;France;Male;34;1;8405543;1;0;0;3749084;0
775;France;Male;60;7;0;2;1;1;1115587;0
850;Spain;Female;45;5;1740883;4;1;0;566931;1
850;Spain;Male;34;8;19922914;1;0;0;6810629;0
516;France;Male;37;8;0;1;1;0;10183458;0
513;Spain;Female;42;10;0;2;0;1;7315125;0
673;Germany;Female;69;3;7883315;2;1;1;3719615;0
564;France;Female;27;6;0;1;0;0;781976;0
636;France;Female;35;2;0;2;1;1;2312946;0
712;France;Male;29;3;10254061;1;1;1;18968079;0
568;France;Male;51;4;0;3;1;1;6658656;0
741;Spain;Male;43;0;0;2;1;1;292063;1
754;Germany;Female;39;8;12940187;1;1;1;8768493;0
709;France;Female;32;7;0;2;1;1;19941802;0
510;France;Female;32;1;0;2;0;1;2851517;0
716;Spain;Male;33;2;0;2;1;1;9291653;0
607;Germany;Male;36;10;10670294;2;0;0;19831369;0
656;Spain;Male;26;4;13958457;1;1;0;3630893;0
550;Germany;Male;52;5;12101623;1;1;1;4173037;1
486;France;Male;26;2;0;2;1;1;313994;0
598;Germany;Male;59;8;11821042;2;0;0;6019214;1
675;Spain;Male;35;8;0;2;1;0;2906225;0
755;France;Female;29;4;14865484;2;1;1;2880509;0
656;Spain;Male;32;5;13696312;1;1;0;13381428;0
644;Germany;Male;47;9;13777411;2;1;0;15190278;0
598;France;Female;32;4;11115652;1;1;1;16737626;0
850;Spain;Female;31;3;12123765;1;1;1;3102256;0
679;France;Male;36;1;9723458;1;1;0;18899708;0
632;France;Male;60;2;0;2;0;1;208532;0
550;Spain;Male;45;0;0;2;0;1;7039971;0
572;Germany;Female;54;9;9738253;1;1;1;19577195;0
626;Germany;Female;47;2;1031088;1;0;1;16647544;1
625;Spain;Female;57;7;0;1;0;0;8410617;1
515;France;Female;58;2;13185281;1;1;0;8143668;1
612;Spain;Male;35;1;0;1;1;1;8325626;1
628;Spain;Female;39;8;10755333;1;1;0;11752341;0
529;Spain;Female;43;5;0;2;0;0;7947663;0
668;Germany;Female;46;7;16180609;1;1;1;17305219;0
526;France;Male;30;9;0;2;0;0;10099568;0
791;France;Female;52;7;0;1;1;1;1227825;0
573;France;Male;27;2;12824303;1;1;1;1163134;0
565;France;Female;38;5;12664513;1;1;1;16830355;0
604;France;Female;47;8;6209471;3;0;0;93081;1
656;France;Male;37;7;11229134;1;1;0;15315797;0
447;France;Female;44;5;8918883;1;1;1;7540824;0
682;France;Male;55;9;0;1;1;0;1533568;1
437;Spain;Male;28;2;10916125;1;1;0;15298742;0
792;Spain;Male;47;0;0;1;1;1;555788;1
627;Spain;Female;25;4;0;1;1;1;19431393;0
767;France;Female;34;8;0;2;1;0;9476777;0
686;France;Male;26;7;0;2;1;0;154089;0
789;France;Female;53;1;15827174;1;1;1;503639;1
794;France;Male;56;9;9695121;1;1;1;7177676;0
587;Germany;Male;35;5;12186361;1;1;1;2348169;1
589;Germany;Female;19;9;8349511;1;1;1;14302231;1
543;Germany;Female;25;1;14656601;1;0;1;16140748;0
589;Spain;Female;45;1;0;1;0;0;12593922;1
701;Germany;Male;23;5;18610118;2;1;1;7661133;0
850;France;Male;40;6;0;1;1;0;13698508;1
726;Germany;Female;51;8;10749486;2;1;0;14093791;1
767;Spain;Male;47;2;0;1;1;0;4816118;1
648;Spain;Male;36;8;14694338;2;1;1;13004145;0
651;Spain;Female;36;8;0;2;1;0;9165243;0
633;France;Female;36;6;12513028;1;0;0;12596148;0
740;France;Female;37;9;0;2;1;1;7322531;0
592;France;Female;34;9;0;2;1;1;204602;0
670;France;Female;41;10;0;3;1;0;8160202;0
628;France;Male;36;3;0;2;1;1;874291;0
745;France;Male;47;5;0;2;0;0;14578971;0
705;France;Male;32;3;0;2;0;0;12957699;0
559;France;Female;42;7;0;2;1;1;19004029;0
595;France;Male;29;6;15068579;1;1;0;8777106;0
492;France;Male;35;4;14135937;2;1;0;3951953;0
498;France;Female;29;9;0;1;1;0;19003583;0
655;France;Female;39;6;9463126;2;1;1;14894852;0
636;France;Female;39;3;11833614;1;1;0;18469177;0
634;France;Female;45;2;0;1;1;1;14345831;0
793;Spain;Male;63;0;0;2;0;1;2716675;0
526;Germany;Male;50;5;12423324;1;0;1;15945687;1
768;France;Female;26;5;5111626;1;1;1;7045479;1
540;Germany;Male;64;1;9186969;1;0;1;95421;0
732;France;Female;34;8;12233843;2;1;0;18798585;0
617;France;Female;30;8;0;1;1;1;926219;0
637;Spain;Female;54;5;0;1;0;1;15083698;0
573;France;Male;26;8;8627093;2;1;1;901773;0
531;France;Male;44;3;0;2;1;1;3441679;0
489;France;Female;38;5;11728992;1;0;0;8523188;0
601;France;Male;35;2;0;2;1;1;11898318;0
452;Germany;Male;33;7;15366327;1;1;0;11186823;0
728;Spain;Female;29;1;0;1;1;1;8305622;0
590;Germany;Female;27;8;12359949;2;1;0;167692;0
490;France;Male;29;4;0;2;1;0;3208957;0
596;Spain;Female;76;9;13420825;1;1;1;1345543;0
635;France;Male;29;1;0;1;0;1;2486554;0
782;Germany;Male;35;7;9855689;2;1;0;11764436;0
790;Spain;Female;37;3;0;3;0;0;9889732;0
587;France;Male;40;2;0;4;0;1;1061747;1
794;Spain;Female;46;8;13459379;1;1;1;4638637;0
515;France;Male;41;8;0;2;1;1;18505414;0
746;Spain;Male;24;10;6878182;1;0;1;4799739;0
667;Germany;Female;56;8;13746404;1;1;0;13084679;1
709;France;Male;32;4;14730791;1;0;1;4086155;0
536;France;Female;35;8;0;1;1;0;17184024;1
711;France;Female;41;3;14575491;1;1;1;10145507;0
753;France;Male;46;8;0;3;1;0;9074794;1
748;France;Male;44;4;11261077;1;0;1;204855;0
623;France;Female;57;7;7148179;2;1;1;8442134;0
465;France;Male;33;5;0;2;0;1;7869809;0
640;Spain;Female;34;3;778268;1;1;1;16854485;0
562;France;Male;75;5;8714085;1;1;1;3935164;0
502;Germany;Female;42;0;1320027;1;0;1;2820498;1
536;France;Male;32;7;1780115;2;1;0;2237514;0
670;Germany;Female;32;4;10295468;2;0;1;13494245;0
775;Germany;Male;51;2;12378325;1;1;1;13490157;0
759;Germany;Male;30;4;10180267;1;0;0;86938;0
604;France;Male;33;3;14865948;1;0;0;4243775;0
766;Germany;Female;62;7;14272448;1;0;1;589323;1
554;Spain;Female;41;4;11215289;1;0;1;3624219;0
487;France;Female;53;10;8955085;1;0;1;9007685;0
725;France;Male;35;7;7591575;1;1;0;15050743;0
732;Germany;Female;42;2;11888966;2;0;0;8742215;0
623;France;Male;40;5;11878857;1;1;0;1928674;0
781;France;Female;42;3;15655554;1;1;1;17567401;0
714;Germany;Male;53;1;9914186;1;1;1;7249605;1
577;Germany;Female;31;4;6121118;1;1;1;14525043;0
731;Spain;Female;37;1;1289324;1;1;1;18071252;0
650;Spain;Female;23;5;0;1;1;1;18062243;0
779;France;Male;32;10;8072815;1;1;0;8630675;0
706;Spain;Female;46;2;12766046;2;1;0;15015682;1
733;Spain;Male;44;3;10607089;1;0;1;10161743;0
579;Germany;Female;42;3;13756038;2;1;1;8542434;0
476;Germany;Female;34;8;11190543;1;0;1;19722181;1
775;France;Male;40;9;12621264;1;1;0;7019657;0
538;Spain;Male;68;9;0;2;1;0;1104405;1
602;France;Male;38;7;11183594;2;1;0;12438961;0
615;France;Male;30;8;0;2;0;0;318315;0
700;Germany;Female;28;3;9970569;2;0;0;14672372;0
615;France;Male;32;1;0;2;0;0;213925;0
544;Germany;Male;44;2;10889593;1;0;0;692282;1
573;Spain;Male;56;3;15466977;1;0;1;11546227;1
555;Spain;Male;50;7;128061;2;1;1;623751;0
692;France;Female;31;2;0;2;1;0;9182917;1
476;France;Female;40;4;0;2;0;0;18254704;0
770;Spain;Male;46;9;19067802;1;1;1;1472536;0
641;France;Female;40;7;0;1;1;0;12699667;0
705;France;Female;35;5;0;1;1;0;13399111;1
784;France;Male;38;5;13671291;1;0;1;16992092;0
727;Spain;Female;52;1;15473397;1;1;0;8025967;1
576;France;Female;41;4;11260991;1;0;0;19103518;1
646;Spain;Male;69;10;11546244;1;1;0;4042187;0
638;France;Male;34;5;13350136;1;0;1;15564304;0
632;Germany;Male;30;1;5866802;1;1;1;7867052;0
850;Spain;Male;44;7;8911826;1;1;0;10424077;1
492;France;Female;28;9;0;2;1;0;9595709;0
673;Germany;Female;77;10;7651052;2;0;1;5959566;0
609;Spain;Male;34;7;14069478;2;1;0;4626663;0
701;Germany;Male;36;7;9544832;2;1;0;18908507;0
651;France;Male;34;4;9156299;1;1;1;12395415;0
508;France;Male;31;8;7254148;1;1;0;12980308;0
616;Spain;Female;43;3;12086718;1;1;0;1876192;1
489;France;Male;34;5;0;1;0;0;4354059;0
567;Spain;Female;45;1;15732051;1;1;0;6219392;0
714;Spain;Male;27;3;0;3;1;1;12913009;0
678;Germany;Female;30;1;13967695;2;0;1;16146;0
581;France;Female;55;6;0;1;1;1;2244213;0
748;Spain;Male;60;3;0;2;1;1;7819437;0
781;France;Female;19;3;0;2;1;1;12429732;0
691;Spain;Male;21;3;10300094;1;1;1;10464858;0
507;Germany;Male;31;2;13423707;1;1;1;16642366;1
724;Germany;Male;34;6;1182357;2;0;0;15713723;0
705;Spain;Female;57;3;0;2;1;1;3413414;0
708;Spain;Female;64;5;0;3;0;1;11252007;1
580;Germany;Male;38;9;11544219;2;1;0;1284815;1
850;France;Male;38;5;0;2;1;0;1649164;0
714;Spain;Male;25;2;0;1;1;1;13297943;0
559;France;Female;43;1;0;2;1;1;19664587;0
577;Spain;Female;44;8;115557;1;0;1;12750676;0
647;Germany;Female;35;3;16651863;2;1;0;14793046;0
554;Spain;Male;30;6;13537012;1;1;1;17968905;1
549;Germany;Male;54;5;9287733;1;1;0;261964;1
528;France;Female;26;10;10207367;2;0;0;16679993;0
720;Germany;Male;46;3;970426;1;1;1;13351651;1
743;Spain;Male;41;7;0;1;1;0;16373609;1
615;Germany;Male;24;8;10852807;2;0;0;17948841;1
635;Germany;Female;44;2;7906485;2;0;1;11329175;0
686;Spain;Male;45;3;7427487;3;1;0;6490748;1
840;Spain;Female;36;6;0;2;1;0;14136427;0
695;France;Male;43;1;1004211;1;1;1;10114128;0
564;France;Male;26;7;8400688;2;0;0;18349099;0
805;France;Female;31;4;0;2;1;0;479812;0
558;Spain;Male;45;4;0;1;1;0;13180714;0
657;France;Female;39;4;8029381;1;1;0;9719276;0
641;France;Female;42;7;12543714;2;0;0;16412858;0
755;France;Male;36;8;0;2;1;0;17680987;0
483;France;Male;48;1;0;2;1;1;11005938;0
545;Germany;Female;44;2;12753644;1;1;0;10839863;0
678;France;Male;66;8;0;2;1;1;4711703;0
781;Germany;Female;48;9;8279418;1;1;0;12472068;1
571;Spain;Female;22;3;1081171;1;0;1;533287;0
634;Spain;Female;35;10;0;1;1;0;8263441;0
523;Germany;Male;27;8;6168861;2;1;0;14705916;0
501;France;Female;40;2;0;2;0;0;14194692;0
662;France;Male;74;6;0;2;1;0;12358385;0
573;Spain;Male;50;0;15930407;1;0;1;15591524;1
648;Germany;Male;33;5;13866424;1;1;0;2907627;0
662;France;Female;22;2;12636257;2;1;1;973828;0
725;France;Male;39;4;16065245;2;1;0;5764355;0
563;France;Female;35;2;18357284;1;1;1;6600675;1
628;France;Male;31;0;8842181;1;0;0;7235047;0
546;Spain;Female;45;2;0;1;0;0;19778983;1
688;Germany;Male;41;2;11287119;2;0;1;6552074;0
850;Germany;Male;41;8;6088068;1;1;0;3182584;0
614;France;Female;34;5;0;2;1;0;18556189;0
719;France;Female;37;9;1014557;1;1;0;2580359;1
757;France;Female;71;0;8808413;2;1;1;15433747;0
669;France;Male;29;7;0;2;1;1;13814562;0
438;Germany;Male;59;7;12719714;1;1;0;5156598;1
492;France;Male;39;7;0;2;0;1;7132323;0
622;France;Female;39;9;8345679;2;0;0;3888234;0
645;France;Male;42;4;9829818;1;1;1;67606;0
728;France;Male;37;0;0;2;1;1;722038;0
651;France;Male;35;2;869118;1;1;0;17409424;0
783;Germany;Female;42;2;13970728;1;1;0;215022;0
732;Spain;Female;67;1;0;2;1;1;17778304;0
553;Spain;Female;39;1;14287698;2;1;0;4436342;0
660;France;Male;30;7;14630131;1;0;0;9684791;0
670;France;Female;40;3;4736445;1;1;1;14857943;1
718;France;Male;38;7;0;2;1;0;3830834;0
787;France;Male;51;0;5813708;1;0;1;14253831;0
775;Germany;Female;38;6;17988641;2;0;0;15312258;0
479;Germany;Male;24;6;10763797;2;0;1;16950583;0
660;France;Female;20;6;16768556;1;1;0;579299;0
721;Germany;Male;68;4;13652599;1;0;0;17539914;0
659;Germany;Male;39;8;5210633;2;1;1;10796436;0
743;France;Female;39;8;0;1;1;0;9426344;0
670;France;Female;45;9;10493038;1;1;0;15592181;1
766;Germany;Female;34;6;10643494;1;0;1;13799566;1
845;Spain;Female;38;2;11280392;1;1;0;17963185;0
710;Germany;Female;46;10;12053034;1;1;0;16658699;1
602;Germany;Female;43;2;11364149;4;1;0;11511635;1
604;Spain;Male;43;2;14508172;1;1;1;2388162;0
564;Spain;Female;35;9;0;2;1;1;10583738;0
637;Germany;Female;27;7;13584289;1;1;1;10141805;0
527;France;Female;31;1;11220325;1;1;0;18226601;0
687;France;Male;34;7;12989519;1;0;1;2869817;0
756;Germany;Male;41;6;14904992;1;0;1;5042236;1
503;Germany;Male;42;9;15327939;1;1;1;15133696;0
657;Spain;Male;42;5;4147333;1;1;0;1129796;1
666;France;Female;40;2;0;2;0;0;3637127;0
615;Germany;Male;39;5;11319351;2;1;1;5216625;0
712;Germany;Male;27;8;11317421;2;1;0;14726158;0
764;France;Female;24;0;0;2;1;0;8872449;0
471;France;Male;42;3;16495156;1;1;0;19053177;0
608;Spain;Male;27;4;1533251;1;1;1;19995333;0
682;Spain;Female;47;10;13403201;1;1;0;14429097;0
587;Germany;Female;32;3;12544504;2;1;1;13051478;0
714;Germany;Female;35;6;12607743;2;1;1;5395424;0
630;Spain;Female;31;1;0;2;1;1;16980273;0
648;Germany;Female;28;8;9037109;1;1;1;14685173;0
785;France;Female;40;3;0;2;1;1;9683282;0
601;Germany;Female;47;1;14280202;1;1;1;5755302;0
717;France;Female;28;1;9053716;1;0;1;7480099;0
707;France;Female;44;6;0;2;1;1;19254217;0
771;France;Female;23;7;15612373;1;1;0;7299062;0
602;France;Female;35;5;0;2;1;0;3105002;0
626;France;Male;38;7;14107459;1;1;0;5279556;1
588;Spain;Male;59;4;0;2;1;1;2743541;0
616;Germany;Female;42;6;11789995;2;0;0;15026681;0
621;Spain;Male;33;4;0;2;1;1;4029923;0
674;France;Male;26;6;16625796;1;1;1;14936941;0
633;Spain;Female;46;3;0;2;1;0;12025058;0
698;Germany;Female;64;1;16936243;1;1;0;8476032;1
508;France;Male;26;7;205962;1;1;0;1564244;0
736;France;Female;24;0;0;2;1;0;10935573;1
672;Germany;Male;68;0;12606151;2;1;1;18493677;0
613;France;Female;21;7;10562795;1;1;1;3656051;0
712;France;Male;32;9;10060602;1;1;0;16569306;0
624;France;Female;38;3;0;2;1;1;16366685;0
676;France;Male;38;1;0;2;0;1;3564479;0
683;Germany;Female;32;0;1381711;2;1;1;18820358;0
489;France;Female;31;7;13939508;1;0;1;612084;0
739;France;Male;29;1;0;2;1;1;16448478;0
701;France;Female;37;3;0;2;1;1;16426828;0
666;Germany;Female;50;7;10906228;1;1;1;1401361;1
565;Germany;Female;40;1;8999471;2;0;1;12108427;0
666;France;Male;36;3;0;2;1;0;3515654;0
633;France;Male;59;2;10399674;1;1;1;10315911;0
578;France;Male;34;4;17511111;1;1;1;748583;0
812;Spain;Female;49;8;6607945;2;0;0;9155657;1
809;Germany;Male;33;8;14805574;1;0;0;19920321;0
615;France;Male;36;6;0;1;1;1;270118;1
684;Spain;Female;31;8;0;2;1;0;18863705;0
544;France;Male;40;8;0;2;1;0;615812;0
713;Germany;Male;47;1;9599498;1;1;0;19752923;0
633;France;Male;37;2;0;2;1;0;18225817;0
672;Germany;Female;23;10;11074156;1;1;0;807785;0
661;France;Male;35;5;0;1;1;0;15539452;0
749;Spain;Female;28;3;0;1;1;0;34087;0
635;Spain;Female;32;8;0;2;1;1;1936798;1
850;Germany;Female;70;1;9694758;3;1;0;6228299;1
641;France;Male;41;6;0;2;1;0;6539679;0
633;Germany;Male;30;2;10978682;2;1;1;13971281;0
413;Spain;Male;35;2;0;2;1;1;6097284;0
538;France;Male;31;1;0;2;1;0;137546;0
437;France;Female;39;0;10272149;1;0;0;2219182;0
612;Spain;Male;33;5;6947857;1;1;0;897367;1
516;Germany;Female;53;1;1566742;1;1;0;11850234;1
826;Spain;Female;56;8;1745061;2;0;1;16180282;1
660;Germany;Female;23;6;16607048;2;0;0;9049472;0
646;Germany;Female;29;4;10595744;1;1;0;1547091;0
767;France;Male;36;3;0;1;0;0;6514727;0
640;France;Male;40;8;11034068;1;1;1;1578866;0
778;France;Male;33;1;0;2;1;0;8543973;0
679;Germany;Male;52;9;13587001;2;0;0;5403862;0
549;France;Male;31;4;0;2;0;1;2568485;0
598;France;Male;47;2;0;2;1;1;18611654;0
655;France;Female;45;0;0;2;1;0;16683071;0
494;France;Male;30;3;8570495;1;0;1;2788606;0
653;France;Female;42;1;0;2;1;1;576832;0
539;Germany;Female;38;8;10543574;1;0;0;8057544;1
645;France;Female;37;1;0;2;1;1;6898755;0
751;Germany;Male;34;9;10851325;2;1;1;2709782;0
528;France;Male;35;3;1566871;1;1;0;19932077;0
696;Germany;Male;31;3;15060452;1;0;0;55666;0
716;France;Female;44;6;1551149;1;0;0;13387183;0
602;France;Female;35;8;0;2;1;1;15284353;0
647;Spain;Female;64;1;91216;1;1;1;4180018;0
850;Germany;Male;61;3;14178402;1;1;1;9205375;0
590;France;Female;32;0;12776324;1;1;0;10071754;0
825;Spain;Female;32;1;0;2;1;1;4293515;0
850;Spain;Male;31;6;8261356;2;1;0;14917092;0
789;France;Female;32;7;6942352;1;1;0;10749939;0
701;France;Female;42;6;8616782;1;1;0;15334238;0
713;Spain;Female;47;1;0;1;1;0;10782508;1
570;France;Male;30;2;13140656;1;1;1;4795245;0
536;Germany;Female;44;4;12189882;1;0;0;13100718;0
771;Germany;Male;32;9;774872;1;0;0;3314304;0
512;France;Female;75;2;0;1;1;0;12330462;0
698;Spain;Male;45;5;16445094;1;1;0;14197002;1
656;France;Male;33;7;13870502;2;1;0;3713615;0
761;Spain;Male;37;7;13273017;1;1;0;19929301;0
709;France;Female;30;5;0;2;0;1;16138822;0
597;Spain;Female;66;3;0;1;1;1;7053253;0
592;France;Male;28;2;11649822;1;1;0;14429025;0
599;France;Female;41;1;0;2;1;0;9606982;0
572;Germany;Female;35;1;13997907;1;1;0;18566284;0
611;Germany;Female;43;9;12721631;2;0;1;1791325;0
634;France;Female;45;2;0;4;1;0;10103953;1
666;France;Male;51;2;14822265;1;0;0;15695354;1
696;France;Female;41;8;0;2;0;0;2827683;0
669;France;Female;38;8;0;2;1;0;8404916;0
726;Spain;Male;30;8;13415229;1;1;1;14782244;0
497;Germany;Female;32;8;11153723;4;1;1;949799;1
750;Spain;Female;39;7;11956592;1;1;0;8706773;0
850;Spain;Female;29;7;0;2;1;0;2323725;0
617;Spain;Male;38;7;0;1;1;1;2723928;0
652;Germany;Male;46;10;1210638;3;1;0;15148186;1
560;Spain;Female;27;7;12499598;1;1;1;11466979;0
629;Spain;Male;39;5;0;2;0;0;11674814;0
660;Germany;Female;52;4;8689184;1;1;0;9087776;0
676;France;Male;38;8;0;2;1;1;13369288;0
581;Spain;Male;43;9;7802261;1;0;1;3066291;0
798;France;Male;34;9;15449579;1;1;0;19139588;0
705;France;Male;38;1;18944372;1;0;1;10664858;0
714;Spain;Female;31;6;1529266;1;1;1;5089991;0
664;France;Female;44;8;14298969;1;1;1;11545251;1
697;Germany;Male;43;7;11537194;2;1;0;641391;0
609;France;Male;37;6;0;2;0;1;2203072;0
548;Spain;Male;38;0;17805654;2;1;0;3843473;0
850;Spain;Male;39;6;20601494;2;0;1;4277484;1
656;France;Male;41;2;0;2;1;0;15897377;0
727;Germany;Male;37;9;10119183;1;1;1;3455135;1
642;France;Female;55;7;0;2;1;1;10151576;0
710;Spain;Female;31;5;0;2;1;0;956173;0
710;Spain;Male;33;1;0;2;1;0;16831317;0
718;France;Female;37;7;0;2;1;1;5510009;0
586;Germany;Male;32;1;14981454;1;1;0;3183006;0
617;Spain;Female;36;7;11561724;1;1;1;715194;0
630;France;Male;28;9;0;2;0;0;3259935;0
791;Germany;Female;42;10;11365741;2;0;1;13994668;1
673;Spain;Male;39;8;138160;1;1;1;11046851;0
477;Germany;Female;36;3;11770086;1;0;0;74042;0
662;France;Female;37;5;0;2;1;0;15187184;0
850;Germany;Male;37;9;12250638;1;0;1;19969384;1
635;France;Female;58;1;0;1;1;1;5890708;1
537;France;Male;59;9;0;2;0;0;10379977;1
579;France;Female;39;3;16650117;2;1;0;9383564;0
651;Spain;Female;46;4;8974305;1;1;0;15642557;1
610;France;Female;25;2;0;2;1;0;12372383;0
581;France;Male;30;1;0;2;1;0;19946408;0
592;France;Male;39;7;0;2;1;0;8308433;0
688;Spain;Female;35;6;0;1;1;0;2548843;1
681;France;Female;18;1;9889439;1;1;1;95964;0
658;Germany;Male;37;3;16873574;2;0;0;7037024;0
792;France;Male;34;1;0;1;0;1;8633032;0
528;Germany;Female;62;7;13320117;1;0;0;16850768;1
624;Spain;Female;36;0;0;2;1;0;1116059;0
562;Germany;Male;31;4;12723725;2;0;1;14331742;0
678;Germany;Male;36;1;11786485;2;1;0;2761906;0
705;Germany;Female;64;3;15346926;3;0;0;14657366;1
650;Germany;Male;23;4;939113;2;1;0;6905545;0
593;Spain;Female;46;2;7659779;1;1;1;5445372;0
